id,fecha,texto,likes,sentimiento
301,2026-03-16,Buen inicio para todos👏🏻👏🏻👏🏻 !!!,1,
302,2026-03-16,💙💙💙💙👮🏻‍♀️👮🏻👮🏻‍♀️👏🏼👏🏼👏🏼👏🏼👏🏼🙌🏻,1,
303,2026-03-16,❤️❤️👏🏻👏🏻👏🏻👏🏻👏🏻🙌🏻,1,
304,2026-03-16,"Éxito hijo , mamá siempre con vos ,orgullosa que logres tu sueño ❤️",6,
305,2026-03-16,Me acuerdo ese primer día tenía unos nervios. En 2 días cumplo 5 años perteneciendo a la fuerza. 🙌,40,
306,2026-03-16,Mi hijo está ahí. Orgullosa de el.,11,
307,2026-03-16,Éxitos mí Marian ❤️,1,
308,2026-03-16,Sras sin aritos en las orejas 😮 ni invisibles.,1,
309,2026-03-16,Hola hasta cuando están abiertas las inscripciones?,,
310,2026-03-16,😍😍😍que lindo por dios....orgullo de tener a mi hijo en esta nueva etapa....suerte .,24,
311,2026-03-16,"Bienvenidos, les deseo el mejor de los éxitos.",153,
312,2026-03-16,Éxitos @lolioyeniyi te espero acá amor ❤️,6,
313,2026-03-16,@yayi_soledad 🥹,3,
314,2026-03-16,"Exitos a todos! Gracias por las imágenes, hacen que los extrañemos un poquito menos ❤️‍🩹 Orgullosa de mi amor!",11,
315,2026-03-16,QUE HERMOSO MOMENTO ! 🙌 #INOLVIDABLE Que Dios los proteja siempre y que el servicio los cruce con excelentes compañeros y jefes 🙏🙏,1,
316,2026-03-16,👏👏👏👏👏,1,
317,2026-03-16,Exitos para todos en esta nueva etapa 🙌🏻👏🏻,8,
318,2026-03-16,"👏 exitos para todos los aspirantes a Bomberos, en especial a mi hijo Enzo por intentarlo....Dios y la vida dirá ... mucha fuerza. te vamos a extrañar pero estamos felices por éste desafio personal. 💪🏻💜😌",13,
319,2026-03-16,Orgullo nacional 👏👏 Mucha Suerte a todos!,6,
320,2026-03-16,El primer día es el más difícil de todos…. Después todo es hermoso! Los mejores recuerdos y también los más complicados. Muchos éxitos para los nuevos cadetes ❤️🙌,10,
321,2026-03-16,"PRESENTEEEEEEEEEEE , como no me recibieron jajaja",2,
322,2026-03-16,vamos ahí está mi hermana orgullosa de ella,8,
323,2026-03-16,Felicidades a todos ojalá pueda ingresar para próximo año,3,
324,2026-03-16,Exito para todos.. 🙌,4,
325,2026-03-16,Muchos Éxitos a todos!!!❤️,3,
326,2026-03-16,Éxitos 🙌,4,
327,2026-03-16,Hace un año ingresaba mi hijo y hoy veo ingresar a mi sobrina 😍❤️,16,
328,2026-03-16,Hoy ingreso mi horgullosa de vos mi vida Dios los bendigaija h,9,
329,2026-03-16,Falta energía Ibarra jaja 👏👏👏,7,
330,2026-03-16,"En esta no se pudo pero en la próxima a darlo todo, felicidades a todos❤️🙌",13,
331,2026-03-16,Algún día seré unos de ellos si dios quiere 🍀🤞🏽❤️,10,
332,2026-03-16,Suerte mi futuro bombero @mati_beniteeez te amo,6,
333,2026-03-16,"buena suerte a todos, y nos vemos dentro en el 2027 para los que entran el año que viene!",7,
334,2026-03-16,Muy bien disciplina 👏 lo mejor que pudieron hacer jóvenes a estudiar y servir al pais👏,17,
335,2026-03-16,Exitos a los aspirantes.. ya con entrar en la institución es un orgullo ❤️,13,
336,2026-03-16,👏👏👏👏,3,
337,2026-03-16,Buena suerte cadetes!!!❤️,5,
338,2026-03-16,Si dios quiere algún día yo estaré ahí!🙌❤️,10,
339,2026-03-16,👏👏👏👏👏👮,5,
340,2026-03-16,Si Dios quiere en algún momento estaré ahí 🙏❤️,4,
341,2026-03-16,Éxito ❤️,3,
342,2026-03-16,Éxitos hermano 🩵,6,
343,2026-03-16,Éxitos a todos los ingresantes!!!! Es una gran experiencia...para aprender....y poder formar parte de esa gran familia.,6,
344,2026-03-16,@iaraaa._5 esa mi amiga ❤️ orgullosa de vos ❤️🙌,4,
345,2026-03-16,Que lindooo que emoción y nervios para los chicos /as fuerza a triunfar felicitaciones 👏,9,
346,2026-03-16,Lo recuerdo como si hubiera sido ayer ❤️😢,9,
347,2026-03-16,Éxitos a cada uno de los aspirantes!! A darlo todo!!!👏👏👏,7,
348,2026-03-16,Cuántos días son la adaptación ahora ?,3,
349,2026-03-16,Aún guardo ese recuerdo hijo❤️@_.videla21._,4,
350,2026-03-16,En proceso de descenso de peso para poder entrar 👊,10,
351,2026-03-16,👏👏👏👏,3,
352,2026-03-16,Si dios quiere el año que viene voy a estar ahi yo 🤞,52,
353,2026-03-16,❤️suerte para nuestros hombres y mujeres del futuro👏❤️,42,
354,2026-03-16,"Si dios quiere, dentro de poco sere uno de ellos🙌🏻❤️",87,
355,2026-04-06,Dan verguenza todos acomodados..3 años esta intentando entrar y gracias a dios nunca dejo la carrera militar un año mas y ya recibe de oficial mientras ustedes juegan con los jovenes con vocacion..en 20 dias no queda 1 ahi😂😂😂,,
356,2026-03-30,Efeseos 4:30 ser enemigo de tu novio interior es peligroso,,
357,2026-03-16,PARA GOLPEAR JUBILADOS,,
358,2026-03-16,ESTUDIÁ NO SEAS MILICO,,
359,2026-03-16,"El 1er día , mano en la nunca abajooo , arribaaaa... Falta orden cerrado ahí... Que no les queden ganas de hacer tik tok después, faltando el respeto al uniforme.",,
